Code,Name,Market
105740,디케이락,KOSDAQ
007340,디티알오토모티브,KOSPI
187220,디티앤씨,KOSDAQ
026890,디피씨,KOSPI
131180,딜리,KOSDAQ
042510,라온시큐어,KOSDAQ
050120,라이브플렉스,KOSDAQ
171120,라이온켐텍,KOSDAQ
069540,라이트론,KOSDAQ
115390,락앤락,KOSPI
171010,램테크놀러지,KOSDAQ
084650,랩지노믹스,KOSDAQ
141080,레고켐바이오,KOSDAQ
060300,레드로버,KOSDAQ
038390,레드캡투어,KOSDAQ
228850,레이언스,KOSDAQ
238120,로고스바이오,KOSDAQ
215100,로보로보,KOSDAQ
090360,로보스타,KOSDAQ
900260,로스웰,KOSDAQ
016170,로엔,KOSDAQ
067730,로지시스,KOSDAQ
071280,로체시스템즈,KOSDAQ
032350,롯데관광개발,KOSPI
000400,롯데손해보험,KOSPI
023530,롯데쇼핑,KOSPI
004000,롯데정밀화학,KOSPI
004990,롯데지주,KOSPI
005300,롯데칠성,KOSPI
005305,롯데칠성우,KOSPI
011170,롯데케미칼,KOSPI
002270,롯데푸드,KOSPI
071840,롯데하이마트,KOSPI
038060,루멘스,KOSDAQ
082800,루미마이크로,KOSDAQ
085370,루트로닉,KOSDAQ
060240,룽투코리아,KOSDAQ
058470,리노공업,KOSDAQ
039980,리노스,KOSDAQ
016100,리더스코스메틱,KOSDAQ
197210,리드,KOSDAQ
012700,리드코프,KOSDAQ
079430,리바트,KOSPI
277070,린드먼아시아,KOSDAQ
042500,링네트,KOSDAQ
219420,링크제니시스,KOSDAQ
027740,마니커,KOSPI
137930,마이다스 200커버드콜5%OTM,ETF
098120,마이크로컨텍솔,KOSDAQ
147760,마이크로프랜드,KOSDAQ
159800,마이티 코스피100,ETF
211210,마이티 코스피고배당,KOSPI
038290,마크로젠,KOSDAQ
060980,만도,KOSPI
204320,만도,KOSPI
001080,만호제강,KOSPI
267980,매일유업,KOSDAQ
005990,매일홀딩스,KOSDAQ
127160,매직마이크로,KOSDAQ
093520,매커스,KOSDAQ
141070,맥스로텍,KOSDAQ
088980,맥쿼리인프라,KOSPI
094800,맵스리얼티1,KOSPI
067280,멀티캠퍼스,KOSDAQ
072870,메가스터디,KOSDAQ
215200,메가스터디교육,KOSDAQ
133750,메가엠디,KOSDAQ
041920,메디아나,KOSDAQ
086900,메디톡스,KOSDAQ
078160,메디포스트,KOSDAQ
065650,메디프론,KOSDAQ
015540,메디플란트,KOSPI
138040,메리츠금융지주,KOSPI
008560,메리츠종금증권,KOSPI
000060,메리츠화재,KOSPI
021880,메이슨캐피탈,KOSDAQ
140410,메지온,KOSDAQ
241770,메카로,KOSDAQ
059210,메타바이오메드,KOSDAQ
058110,멕아이씨에스,KOSDAQ
096640,멜파스,KOSDAQ
017180,명문제약,KOSPI
012690,모나리자,KOSPI
005360,모나미,KOSPI
149940,모다,KOSDAQ
080420,모다이노칩,KOSDAQ
080160,모두투어,KOSDAQ
204210,모두투어리츠,KOSPI
100030,모바일리더,KOSDAQ
087260,모바일어플라이언스,KOSDAQ
101330,모베이스,KOSDAQ
033200,모아텍,KOSDAQ
009680,모토닉,KOSPI
118990,모트렉스,KOSDAQ
006920,모헨즈,KOSDAQ
009580,무림P&P,KOSPI
001810,무림SP,KOSDAQ
009200,무림페이퍼,KOSPI
033920,무학,KOSPI
008420,문배철강,KOSPI
161570,미동앤씨네마,KOSDAQ
095500,미래나노텍,KOSDAQ
025560,미래산업,KOSPI
218150,미래생명자원,KOSDAQ
007120,미래아이앤지,KOSPI
006800,미래에셋대우,KOSPI
006805,미래에셋대우우,KOSPI
085620,미래에셋생명,KOSPI
215750,미래에셋제3호스팩,KOSDAQ
049950,미래컴퍼니,KOSDAQ
213090,미래테크놀로지,KOSDAQ
207760,미스터블루,KOSDAQ
002840,미원상사,KOSPI
107590,미원홀딩스,KOSPI
134380,미원화학,KOSPI
003650,미창석유,KOSPI
201490,미투온,KOSDAQ
214180,민앤지,KOSDAQ
155900,바다로19호,KOSPI
206640,바디텍메드,KOSDAQ
018700,바른손,KOSDAQ
064520,바른전자,KOSDAQ
053030,바이넥스,KOSDAQ
084990,바이로메드,KOSDAQ
064550,바이오니아,KOSDAQ
208710,바이오로그디바이스,KOSDAQ
142760,바이오리더스,KOSDAQ
065940,바이오빌,KOSDAQ
038460,바이오스마트,KOSDAQ
041830,바이오스페이스,KOSDAQ
044480,바이오제네틱스,KOSDAQ
086040,바이오톡스텍,KOSDAQ
032980,바이온,KOSDAQ
043150,바텍,KOSDAQ
003610,방림,KOSPI
267790,배럴,KOSDAQ
001340,백광산업,KOSPI
014580,백광소재,KOSPI
046310,백금T&A,KOSDAQ
035150,백산,KOSPI
036620,버추얼텍,KOSDAQ
177350,베셀,KOSDAQ
096300,베트남개발1,KOSPI
007210,벽산,KOSPI
225530,보광산업,KOSDAQ
250000,보라티알,KOSDAQ
002760,보락,KOSPI
014100,보령메디앙스,KOSDAQ
003850,보령제약,KOSPI
006910,보성파워텍,KOSDAQ
000890,보해양조,KOSPI
003000,부광약품,KOSPI
001270,부국증권,KOSPI
001275,부국증권우,KOSPI
026940,부국철강,KOSPI
014470,부방,KOSDAQ
015350,부산가스,KOSPI
011390,부산산업,KOSPI
005030,부산주공,KOSPI
008470,부스타,KOSDAQ
100120,뷰웍스,KOSDAQ
066980,브레인콘텐츠,KOSDAQ
064480,브리지텍,KOSDAQ
251630,브이원텍,KOSDAQ
033560,블루콤,KOSDAQ
148140,비디아이,KOSDAQ
100220,비상교육,KOSPI
200780,비씨월드제약,KOSDAQ
141000,비아트론,KOSDAQ
090460,비에이치,KOSDAQ
083650,비에이치아이,KOSDAQ
086670,비엠티,KOSDAQ
138580,비즈니스온,KOSDAQ
054220,비츠로시스,KOSDAQ
042370,비츠로테크,KOSDAQ
032850,비트컴퓨터,KOSDAQ
032680,비티씨정보,KOSDAQ
032685,비티씨정보우,KOSDAQ
093190,빅솔론,KOSDAQ
065450,빅텍,KOSDAQ
005180,빙그레,KOSPI
072950,빛샘전자,KOSDAQ
143240,사람인에이치알,KOSDAQ
003960,사조대림,KOSPI
008040,사조동아원,KOSPI
007160,사조산업,KOSPI
014710,사조씨푸드,KOSPI
006090,사조오양,KOSPI
079660,사조해표,KOSPI
123260,사파이어테크놀로지,KOSDAQ
100090,삼강엠앤티,KOSDAQ
005090,삼광글라스,KOSPI
122350,삼기오토모티브,KOSDAQ
014970,삼륭물산,KOSDAQ
018310,삼목에스폼,KOSDAQ
053700,삼보모터스,KOSDAQ
009620,삼보산업,KOSDAQ
023600,삼보판지,KOSDAQ
111870,삼본정밀전자,KOSDAQ
001470,삼부토건,KOSPI
530010,삼성 건축자재 테마주 ETN,ETF
530007,삼성 레저 테마주 ETN,ETF
530003,삼성 모멘텀 탑픽 ETN,ETF
530008,삼성 미디어 테마주 ETN,ETF
530005,삼성 바이오 테마주 ETN,ETF
530011,삼성 온라인쇼핑 테마주 ETN,ETF
530006,삼성 음식료 테마주 ETN,ETF
530002,삼성 인버스 China A50 선물 ETN(H),ETF
530009,삼성 증권 테마주 ETN,ETF
530004,삼성 화장품 테마주 ETN,ETF
530012,삼성 화학 테마주 ETN,ETF
006400,삼성SDI,KOSPI
006405,삼성SDI우,KOSPI
006660,삼성공조,KOSPI
028260,삼성물산,KOSPI
02826K,삼성물산우B,KOSPI
207940,삼성바이오로직스,KOSPI
032830,삼성생명,KOSPI
018260,삼성에스디에스,KOSPI
028050,삼성엔지니어링,KOSPI
009150,삼성전기,KOSPI
009155,삼성전기우,KOSPI
005930,삼성전자,KOSPI
005935,삼성전자우,KOSPI
001360,삼성제약,KOSPI
010140,삼성중공업,KOSPI
010145,삼성중공우,KOSPI
016360,삼성증권,KOSPI
068290,삼성출판사,KOSPI
029780,삼성카드,KOSPI
000810,삼성화재,KOSPI
000815,삼성화재우,KOSPI
006110,삼아알미늄,KOSPI
009300,삼아제약,KOSDAQ
145990,삼양사,KOSPI
145995,삼양사우,KOSPI
003230,삼양식품,KOSPI
225190,삼양옵틱스,KOSDAQ
002170,삼양통상,KOSPI
272550,삼양패키징,KOSPI
000070,삼양홀딩스,KOSPI
000075,삼양홀딩스우,KOSPI
002810,삼영무역,KOSPI
054540,삼영엠텍,KOSDAQ
065570,삼영이엔씨,KOSDAQ
005680,삼영전자,KOSPI
003720,삼영화학,KOSPI
023000,삼원강재,KOSPI
073640,삼원테크,KOSDAQ
004380,삼익THK,KOSPI
002450,삼익악기,KOSPI
032280,삼일,KOSDAQ
002290,삼일기업공사,KOSDAQ
000520,삼일제약,KOSPI
009770,삼정펄프,KOSPI
037460,삼지전자,KOSDAQ
032750,삼진,KOSDAQ
054090,삼진엘앤디,KOSDAQ
005500,삼진제약,KOSPI
000250,삼천당제약,KOSDAQ
004690,삼천리,KOSPIchart_algscore_cumulative'
024950,삼천리자전거,KOSDAQ
038500,삼표시멘트,KOSDAQ
017480,삼현철강,KOSDAQ
001880,삼호,KOSPI
010960,삼호개발,KOSPI
046390,삼화네트웍스,KOSDAQ
004450,삼화왕관,KOSPI
009470,삼화전기,KOSPI
011230,삼화전자,KOSPI
001820,삼화콘덴서,KOSPI
000390,삼화페인트,KOSPI
027580,상보,KOSDAQ
041650,상신브레이크,KOSPI
091580,상신이디피,KOSDAQ
263810,상신전자,KOSDAQ
089980,상아프론테크,KOSDAQ
042600,새로닉스,KOSDAQ
075180,새론오토모티브,KOSPI
263540,샘코,KOSDAQ
007540,샘표,KOSPI
248170,샘표식품,KOSPI
065620,샤인,KOSDAQ
038070,서린바이오,KOSDAQ
006730,서부T&D,KOSDAQ
079650,서산,KOSDAQ
100660,서암기계공업,KOSDAQ
200880,서연이화,KOSPI
012860,서연전자,KOSDAQ
019770,서연탑메탈,KOSDAQ
017390,서울가스,KOSPI
046890,서울반도체,KOSDAQ
004410,서울식품,KOSPI
004415,서울식품우,KOSPI
063170,서울옥션,KOSDAQ
027040,서울전자통신,KOSDAQ
018680,서울제약,KOSDAQ
021050,서원,KOSPI
093920,서원인텍,KOSDAQ
189860,서전기전,KOSDAQ
178320,서진시스템,KOSDAQ
122690,서진오토모티브,KOSDAQ
140070,서플러스글로벌,KOSDAQ
011370,서한,KOSDAQ
065710,서호전기,KOSDAQ
008490,서흥캅셀,KOSPI
035890,서희건설,KOSDAQ
003100,선광,KOSDAQ
007610,선도전기,KOSPI
FUT,선물,INDEX
171090,선익시스템,KOSDAQ
136490,선진,KOSPI
002820,선창산업,KOSPI
014620,성광벤드,KOSDAQ
037350,성도이엔지,KOSDAQ
014910,성문전자,KOSPI
014915,성문전자우,KOSPI
003080,성보화학,KOSPI
004980,성신양회,KOSPI
004987,성신양회2우B,KOSPI
004989,성신양회3우B,KOSPI
004985,성신양회우,KOSPI
011300,성안,KOSPI
081580,성우전자,KOSDAQ
045300,성우테크론,KOSDAQ
015750,성우하이텍,KOSDAQ
005980,성지건설,KOSPI
000180,성창기업지주,KOSPI
080470,성창오토텍,KOSDAQ
043260,성호전자,KOSDAQ
002420,세기상사,KOSPI
053060,세동,KOSDAQ
017510,세명전기,KOSDAQ
004360,세방,KOSPI
004365,세방우,KOSPI
004490,세방전지,KOSPI
011560,세보엠이씨,KOSDAQ
001430,세아베스틸,KOSPI
003030,세아제강,KOSPI
019440,세아특수강,KOSPI
058650,세아홀딩스,KOSPI
013000,세우글로벌,KOSPI
100700,세운메디칼,KOSDAQ
234100,세원,KOSDAQ
024830,세원물산,KOSDAQ
091090,세원셀론텍,KOSPI
021820,세원정공,KOSPI
067830,세이브존I&C,KOSPI
033530,세종공업,KOSPI
036630,세종텔레콤,KOSDAQ
039310,세중,KOSDAQ
075580,세진중공업,KOSPI
067770,세진티에스,KOSDAQ
053450,세코닉스,KOSDAQ
027970,세하,KOSPI
091990,센트리온헬스케어,KOSDAQ
049180,셀루메드,KOSDAQ
108860,셀바스AI,KOSDAQ
208370,셀바스헬스케어,KOSDAQ
068270,셀트리온,KOSDAQ
068760,셀트리온제약,KOSDAQ
053110,소리바다,KOSDAQ
066910,손오공,KOSDAQ
154040,솔루에타,KOSDAQ
035610,솔본,KOSDAQ
036830,솔브레인,KOSDAQ
004430,송원산업,KOSPI
086980,쇼박스,KOSDAQ
050960,수산아이앤티,KOSDAQ
017550,수산중공업,KOSPI
084180,수성,KOSDAQ
002200,수출포장,KOSPI
236200,슈프리마,KOSDAQ
094840,슈프리마에이치큐,KOSDAQ
192440,슈피겐코리아,KOSDAQ
053210,스카이라이프,KOSPI
033790,스카이문스테크놀로지,KOSDAQ
159910,스킨앤스킨,KOSDAQ
115570,스타플렉스,KOSDAQ
253450,스튜디오드래곤,KOSDAQ
013810,스페코,KOSDAQ
039670,스포츠서울,KOSDAQ
049830,승일,KOSDAQ
020710,시공테크,KOSDAQ
033170,시그네틱스,KOSDAQ
025320,시노펙스,KOSDAQ
269620,시스웍,KOSDAQ
131090,시큐브,KOSDAQ
016590,신대양제지,KOSPI
029530,신도리코,KOSPI
004970,신라교역,KOSPI
001000,신라섬유,KOSDAQ
025870,신라에스지,KOSDAQ
215600,신라젠,KOSDAQ
065350,신성델타테크,KOSDAQ
011930,신성이엔지,KOSPI
005390,신성통상,KOSPI
004170,신세계,KOSPI
035510,신세계 I&C,KOSPI
034300,신세계건설,KOSPI
031430,신세계인터내셔날,KOSPI
031440,신세계푸드,KOSPI
006880,신송홀딩스,KOSPI
002800,신신제약,KOSDAQ
005800,신영와코루,KOSPI
001720,신영증권,KOSPI
001725,신영증권우,KOSPI
009270,신원,KOSPI
009275,신원우,KOSPI
017000,신원종합개발,KOSDAQ
002700,신일산업,KOSPI
012790,신일제약,KOSDAQ
138070,신진에스엠,KOSDAQ
019170,신풍제약,KOSPI
019175,신풍제약우,KOSPI
002870,신풍제지,KOSPI
005450,신한,KOSPI
500016,신한 금 선물 ETN(H),ETF
500009,신한 다우존스지수 선물 ETN(H),ETF
500011,신한 달러인덱스 선물 ETN(H),ETF
500017,신한 은 선물 ETN(H),ETF
500003,신한 인버스 WTI원유 선물 ETN(H),ETF
500008,신한 인버스 구리 선물 ETN(H),ETF
500006,신한 인버스 금 선물 ETN(H),ETF
500010,신한 인버스 다우존스지수 선물 ETN(H),ETF
500012,신한 인버스 달러인덱스 선물 ETN(H),ETF
500005,신한 인버스 브렌트원유 선물 ETN(H),ETF
500007,신한 인버스 은 선물 ETN(H),ETF
055550,신한지주,KOSPI
001770,신화실업,KOSPI
056700,신화인터텍,KOSDAQ
187270,신화콘텍,KOSDAQ
004080,신흥,KOSPI
243840,신흥에스이씨,KOSDAQ
108320,실리콘웍스,KOSDAQ
222800,심텍,KOSDAQ
036710,심텍홀딩스,KOSDAQ
160980,싸이맥스,KOSDAQ
102280,쌍방울,KOSPI
003410,쌍용양회,KOSPI
003415,쌍용양회우,KOSPI
010280,쌍용정보통신,KOSDAQ
003620,쌍용차,KOSPI
004770,써니전자,KOSPI
122800,썬텍,KOSDAQ
208640,썸에이지,KOSDAQ
222420,쎄노텍,KOSDAQ
037760,쎄니트,KOSDAQ
136510,쎄미시스코,KOSDAQ
099320,쎄트렉아이,KOSDAQ
049960,쎌바이오텍,KOSDAQ
050890,쏠리드,KOSDAQ
099830,씨그널엔터테인먼트그룹,KOSDAQ
066790,씨씨에스,KOSDAQ
222080,씨아이에스,KOSDAQ
004920,씨아이테크,KOSPI
264660,씨앤지하이테크,KOSDAQ
112610,씨에스윈드,KOSPI
115530,씨엔플러스,KOSDAQ
225330,씨엠에스에듀,KOSDAQ
115480,씨유메디칼,KOSDAQ
096530,씨젠,KOSDAQ
101240,씨큐브,KOSDAQ
060590,씨티씨바이오,KOSDAQ
036170,씨티엘,KOSDAQ
260930,씨티케이코스메틱스,KOSDAQ
013990,아가방컴퍼니,KOSDAQ
123860,아나패스,KOSDAQ
008700,아남전자,KOSPI
058220,아리온,KOSDAQ
002790,아모레G,KOSPI
002795,아모레G우,KOSPI
090430,아모레퍼시픽,KOSPI
090435,아모레퍼시픽우,KOSPI
052710,아모텍,KOSDAQ
074430,아미노로직스,KOSDAQ
092040,아미코젠,KOSDAQ
083930,아바코,KOSDAQ
149950,아바텍,KOSDAQ
090370,아비스타,KOSPI
036010,아비코전자,KOSDAQ
183190,아세아시멘트,KOSPI
002030,아세아시멘트,KOSPI
002310,아세아제지,KOSPI
050860,아세아텍,KOSDAQ
246720,아스타,KOSDAQ
067390,아스트,KOSDAQ
127710,아시아경제,KOSDAQ
020560,아시아나항공,KOSPI
154030,아시아종묘,KOSDAQ
227610,아우딘퓨쳐스,KOSDAQ
143160,아이디스,KOSDAQ
054800,아이디스홀딩스,KOSDAQ
060570,아이리버,KOSDAQ
122900,아이마켓코리아,KOSPI
099190,아이센스,KOSDAQ
214430,아이쓰리시스템,KOSDAQ
040910,아이씨디,KOSDAQ
068940,아이씨케이,KOSDAQ
052860,아이앤씨,KOSDAQ
010780,아이에스동서,KOSPI
069920,아이에스이커머스,KOSDAQ
038880,아이에이,KOSDAQ
101390,아이엠,KOSDAQ
226350,아이엠텍,KOSDAQ
078860,아이오케이,KOSDAQ
114810,아이원스,KOSDAQ
031310,아이즈비전,KOSDAQ
139050,아이지스시스템,KOSDAQ
185490,아이진,KOSDAQ
059100,아이컴포넌트,KOSDAQ
039570,아이콘트롤스,KOSPI
052460,아이크래프트,KOSDAQ
089530,아이테스트,KOSDAQ
119830,아이텍반도체,KOSDAQ
124500,아이티센,KOSDAQ
033660,아주캐피탈,KOSPI
032080,아즈텍WB,KOSDAQ
013310,아진산업,KOSDAQ
059120,아진엑스텍,KOSDAQ
023890,아트라스BX,KOSDAQ
101140,아티스,KOSPI
067160,아프리카TV,KOSDAQ
001540,안국약품,KOSDAQ
053800,안랩,KOSDAQ
065660,안트로젠,KOSDAQ
001780,알루코,KOSPI
260660,알리코제약,KOSDAQ
002250,알보젠코리아,KOSPI
106080,알비케이이엠디,KOSDAQ
140670,알에스오토메이션,KOSDAQ
096610,알에프세미,KOSDAQ
061040,알에프텍,KOSDAQ
148250,알엔투테크놀로지,KOSDAQ
196170,알테오젠,KOSDAQ
123750,알톤스포츠,KOSDAQ
085810,알티캐스트,KOSDAQ
018250,애경산업,KOSPI
161000,애경유화,KOSPI
196300,애니젠,KOSDAQ
205500,액션스퀘어,KOSDAQ
052790,액토즈소프트,KOSDAQ
131400,액트,KOSDAQ
238090,앤디포스,KOSDAQ
174900,앱클론,KOSDAQ
255440,야스,KOSDAQ
030960,양지사,KOSDAQ
102120,어보브반도체,KOSDAQ
019990,에너토크,KOSDAQ
011090,에넥스,KOSPI
025980,에머슨퍼시픽,KOSDAQ
041440,에버다임,KOSDAQ
038680,에스넷,KOSDAQ
217480,에스디생명공학,KOSDAQ
121890,에스디시스템,KOSDAQ
030270,에스마크,KOSDAQ
097780,에스맥,KOSDAQ
042110,에스씨디,KOSDAQ
065420,에스아이리소스,KOSDAQ
103230,에스앤더블류,KOSDAQ
900080,에스앤씨엔진그룹,KOSDAQ
101490,에스앤에스텍,KOSDAQ
095910,에스에너지,KOSDAQ
031330,에스에이엠티,KOSDAQ
060540,에스에이티,KOSDAQ
056190,에스에프에이,KOSDAQ
080000,에스엔유,KOSDAQ
160600,에스엔텍,KOSDAQ
263920,에스엔피월드,KOSDAQ
005850,에스엘,KOSPI
041510,에스엠,KOSDAQ
007820,에스엠코어,KOSDAQ
109610,에스와이패널,KOSDAQ
012750,에스원,KOSPI
114570,에스이티아이,KOSDAQ
096630,에스코넥,KOSDAQ
069510,에스텍,KOSDAQ
041910,에스텍파마,KOSDAQ
234300,에스트래픽,KOSDAQ
039440,에스티아이,KOSDAQ
098660,에스티오,KOSDAQ
052020,에스티큐브,KOSDAQ
237690,에스티팜,KOSDAQ
050760,에스폴리텍,KOSDAQ
058610,에스피지,KOSDAQ
043340,에쎈테크,KOSDAQ
023960,에쓰씨엔지니어링,KOSPI
054630,에이디칩스,KOSDAQ
200710,에이디테크놀로지,KOSDAQ
078520,에이블씨엔씨,KOSPI
003800,에이스침대,KOSDAQ
088800,에이스테크,KOSDAQ
138360,에이씨티,KOSDAQ
015260,에이엔피,KOSPI
072990,에이치시티,KOSDAQ
176440,에이치엔티,KOSDAQ
028300,에이치엘비,KOSDAQ
067630,에이치엘비생명과학,KOSDAQ
239610,에이치엘사이언스,KOSDAQ
226340,에이치엠씨3호스팩,KOSDAQ
044780,에이치케이,KOSDAQ
071670,에이테크솔루션,KOSDAQ
045660,에이텍,KOSDAQ
224110,에이텍티앤,KOSDAQ
021080,에이티넘인베스트,KOSDAQ
182400,에이티젠,KOSDAQ
109960,에이프로젠 H&G,KOSDAQ
007460,에이프로젠KIC,KOSPI
003060,에이프로젠제약,KOSPI
214870,에치디프로,KOSDAQ
064510,에코마이스터,KOSDAQ
230360,에코마케팅,KOSDAQ
038870,에코바이오,KOSDAQ
086520,에코프로,KOSDAQ
038110,에코플라스틱,KOSDAQ
073540,에프알텍,KOSDAQ
036810,에프에스티,KOSDAQ
063440,에프엔씨애드컬쳐,KOSDAQ
173940,에프엔씨엔터,KOSDAQ
083500,에프엔에스테크,KOSDAQ
065160,에프티이앤이,KOSDAQ
054940,엑사이엔씨,KOSDAQ
950130,엑세스바이오(Reg.S),KOSDAQ
205100,엑셈,KOSDAQ
092870,엑시콘,KOSDAQ
067570,엔브이에이치코리아,KOSDAQ
101400,엔시트론,KOSDAQ
036570,엔씨소프트,KOSPI
217820,엔에스,KOSDAQ
031860,엔에스엔,KOSDAQ
207720,엔에이치SL스팩,KOSDAQ
217810,엔에이치스팩7호,KOSDAQ
208860,엔지스테크널러지,KOSDAQ
183490,엔지켐생명과학,KOSDAQ
085310,엔케이,KOSPI
009810,엔케이물산,KOSPI
206400,엔터메이트,KOSDAQ
069410,엔텔스,KOSDAQ
048830,엔피케이,KOSDAQ
096870,엘디티,KOSDAQ
061970,엘비세미콘,KOSDAQ
138690,엘아이에스,KOSDAQ
066970,엘앤에프,KOSDAQ
156100,엘앤케이바이오,KOSDAQ
073110,엘엠에스,KOSDAQ
083310,엘오티베큠,KOSDAQ
170920,엘티씨,KOSDAQ
058630,엠게임,KOSDAQ
019590,엠벤처투자,KOSDAQ
097520,엠씨넥스,KOSDAQ
009780,엠에스씨,KOSDAQ
123040,엠에스오토텍,KOSDAQ
033160,엠케이전자,KOSDAQ
259630,엠플러스,KOSDAQ
115960,연우,KOSDAQ
090740,연이정보통신,KOSDAQ
014440,영보화학,KOSPI
007530,영신금속,KOSDAQ
143540,영우디에스피,KOSDAQ
111770,영원무역,KOSPI
009970,영원무역홀딩스,KOSPI
036180,영인프런티어,KOSDAQ
003520,영진약품,KOSPI
000670,영풍,KOSPI
036560,영풍정밀,KOSDAQ
006740,영풍제지,KOSPI
012280,영화금속,KOSPI
265560,영화테크,KOSDAQ
012160,영흥철강,KOSPI
036000,예림당,KOSDAQ
053280,예스24,KOSDAQ
015360,예스코,KOSPI
900300,오가닉티코스메틱,KOSDAQ
045060,오공,KOSDAQ
080520,오디텍,KOSDAQ
007310,오뚜기,KOSPI
039830,오로라,KOSDAQ
046120,오르비텍,KOSDAQ
014940,오리엔탈정공,KOSDAQ
002630,오리엔트바이오,KOSPI
065500,오리엔트정공,KOSDAQ
001800,오리온홀딩스,KOSPI
010470,오리콤,KOSDAQ
053980,오상자이엘,KOSDAQ
241790,오션브릿지,KOSDAQ
039200,오스코텍,KOSDAQ
226400,오스테오닉,KOSDAQ
031510,오스템,KOSDAQ
048260,오스템임플란트,KOSDAQ
138080,오이솔루션,KOSDAQ
080580,오킨스전자,KOSDAQ
067170,오텍,KOSDAQ
049480,오픈베이스,KOSDAQ
057540,옴니시스템,KOSDAQ
057680,옴니텔,KOSDAQ
123010,옵토팩,KOSDAQ
082210,옵트론텍,KOSDAQ
109080,옵티시스,KOSDAQ
052770,와이디온라인,KOSDAQ
010600,와이비로드,KOSPI
057030,와이비엠넷,KOSDAQ
122990,와이솔,KOSDAQ
232140,와이아이케이,KOSDAQ
067900,와이엔텍,KOSDAQ
155650,와이엠씨,KOSDAQ
251370,와이엠티,KOSDAQ
193250,와이제이엠게임즈,KOSDAQ
019210,와이지-원,KOSDAQ
122870,와이지엔터테인먼트,KOSDAQ
079000,와토스코리아,KOSDAQ
070960,용평리조트,KOSPI
114630,우노앤컴퍼니,KOSDAQ
032820,우리기술,KOSDAQ
041190,우리기술투자,KOSDAQ
115440,우리넷,KOSDAQ
118000,우리들생명과학,KOSPI
004720,우리들제약,KOSPI
046970,우리로,KOSDAQ
215360,우리산업,KOSDAQ
072470,우리산업홀딩스,KOSDAQ
073560,우리손에프앤지,KOSDAQ
000030,우리은행,KOSPI
153490,우리이앤엘,KOSDAQ
082850,우리이티아이,KOSDAQ
037400,우리조명지주,KOSDAQ
101170,우림기계,KOSDAQ
006980,우성사료,KOSPI
194610,우성아이비,KOSDAQ
066590,우수AMS,KOSDAQ
017370,우신시스템,KOSPI
046940,우원개발,KOSDAQ
215380,우정비에스씨,KOSDAQ
065680,우주일렉트로,KOSDAQ
105840,우진,KOSPI
018620,우진비앤지,KOSDAQ
049800,우진플라임,KOSPI
016880,웅진,KOSPI
095720,웅진씽크빅,KOSPI
103130,웅진에너지,KOSPI
008000,웅진케미칼,KOSPI
005820,원림,KOSPI
032940,원익,KOSDAQ
240810,원익IPS,KOSDAQ
074600,원익QnC,KOSDAQ
104830,원익머트리얼즈,KOSDAQ
030530,원익홀딩스,KOSDAQ
012620,원일특강,KOSDAQ
008370,원풍,KOSDAQ
008290,원풍물산,KOSDAQ
101160,월덱스,KOSDAQ
095270,웨이브일렉트로,KOSDAQ
065950,웰크론,KOSDAQ
114190,웰크론강원,KOSDAQ
076080,웰크론한텍,KOSDAQ
196700,웹스,KOSDAQ
069080,웹젠,KOSDAQ
044340,위닉스,KOSDAQ
112040,위메이드,KOSDAQ
038620,위즈코프,KOSDAQ
036090,위지트,KOSDAQ
136540,윈스테크넷,KOSDAQ
097800,윈팩,KOSDAQ
192390,윈하이텍,KOSDAQ
008600,윌비스,KOSPI
033270,유나이티드제약,KOSPI
014830,유니드,KOSPI
036200,유니셈,KOSDAQ
018000,유니슨,KOSDAQ
000910,유니온,KOSPI
047400,유니온머티리얼,KOSPI
203450,유니온커뮤니티,KOSDAQ
011330,유니켐,KOSPI
077500,유니퀘스트,KOSPI
011320,유니크,KOSDAQ
086390,유니테스트,KOSDAQ
241690,유니테크노,KOSDAQ
142210,유니트론텍,KOSDAQ
048430,유라테크,KOSDAQ
206650,유바이오로직스,KOSDAQ
089850,유비벨록스,KOSDAQ
032620,유비케어,KOSDAQ
264450,유비쿼스,KOSDAQ
078070,유비쿼스홀딩스,KOSDAQ
002920,유성기업,KOSPI
024800,유성티엔에스,KOSDAQ
000700,유수홀딩스,KOSPI
054930,유신,KOSDAQ
069330,유아이디,KOSDAQ
049520,유아이엘,KOSDAQ
219960,유안타제2호스팩,KOSDAQ
056090,유앤아이,KOSDAQ
011690,유양디앤유,KOSPI
263770,유에스티,KOSDAQ
072130,유엔젤,KOSPI
000220,유유제약,KOSPI
000225,유유제약1우,KOSPI
000227,유유제약2우B,KOSPI
195990,유지인트,KOSDAQ
023410,유진기업,KOSDAQ
056080,유진로봇,KOSDAQ
221200,유진스팩3호,KOSDAQ
084370,유진테크,KOSDAQ
001200,유진투자증권,KOSPI
178780,유테크,KOSDAQ
179900,유티아이,KOSDAQ
000100,유한양행,KOSPI
000105,유한양행우,KOSPI
003460,유화증권,KOSPI
003465,유화증권우,KOSPI
191410,육일씨엔에쓰,KOSDAQ
008730,율촌화학,KOSPI
044960,이-글 벳,KOSDAQ
008250,이건산업,KOSPI
039020,이건홀딩스,KOSDAQ
025820,이구산업,KOSPI
060230,이그잭스,KOSDAQ
067920,이글루시큐리티,KOSDAQ
214320,이노션,KOSPI
073490,이노와이어리스,KOSDAQ
